address,total_rewards
0x6e275ec6cc5e36d97879c4f24159df4e4b2dae10,16593
0x876714b05d98fe2e651dfa6e956ae99c9cae9c3c,16559
0x417bae373df9312212266c642de0ee47cf974fc9,16547
0x2d8c251fc3beb87ab9206946a69ad8ef3901ab54,16481
0x3984f5d2e988b76e87282f53c7c46a165a5f108b,15789
0x2582e9808b0d78224bd6ddca5a4bdbc579f7d7b2,15753
0x9b3853cc5734f18ab95e99e6fa4e7fb5da1e1186,15691
0x79e74dfc0c134ba10280b8222eb122aa61a3858d,15600
0x8e24baaaccc39a1991cdf4182afe350adcf87150,15248
0xff99012a107ab88b19a08b3d83a6fa2fb561e6d8,14753
0xd9b0470b80bf270776cae229843b0866e677a6ba,14544
0x8f4ab2eb24a337f6931df5b6388a659efe7b600d,14341
0x9360d77321e9e5bac26617a09b2737d37cb48a2e,14269
0x14127376dc2b0c23036764db1e12e7efd9645566,14129
0x96a66500baaf982191f1b81416fd43cfb6f23087,14126
0xb78a7cf75a7839299f32ad8444c11004b7c2d998,13898
0xbc62baa3a1ab2e40d7142594c1b26a09e20044ef,13888
0x5ba2622cc99315ae5dbb38072d2bb5242678f852,13855
0xd897411c97100ff57ed8f0e48dfeed1626c44d76,13844
0xfb66e7d2e9da45a2b74b18203114e27aab880132,13763
0xc8e6088387709a26bbfb6175ca3c59cd58751764,13661
0x2bd97a82219657f234f7925de5a06f0cb342e2ab,13643
0x8287928a809346df4cd53a096025a1136f7c4ff5,13532
0x0eb68ade962a67aba73328769e02e1ae7be7f6f7,13423
0x6b8ba1eb558396dda171da5f33f2a28e841157fb,13337
0xdff0c207e0595e20f1bce4149918df19c667092f,13333
0xe02e1a292fbd4a5bd353003eb9f20d6bf64ce959,13282
0xc122845e1312bcf4aa3d025aa6d7643a6906e85e,13229
0x13844586ed2ecf092e6a78cd1d08781398edd194,13085
0x7ad14502fb36d1567647cd626f091b96eda4858d,13067
0x8146bb51a52f6a06af8c6071be6acaf16ef438e4,13066
0x97a635d5d7690b4f88a4a983a3c5b8733243d4aa,13057
0x0c2e2f6f1041599a0ab2ac27ced05da37de742ff,12903
0xbf23bb178502f31c08cabe0227df1e0f70495501,12842
0xf6de2df713b2aa9d6e77f6a031bbb1202737f99d,12773
0xc17cafa9d53398e135c6d9a28162b619b154573b,12749
0x0420ecb2e3717eef7a4c5e1f519b0d5114c35bdb,12637
0xa958b214a7192513fb86e096410aec83315dd22b,12621
0x34a81d5618a26e87747552c78ec29c38032069c0,12614
0x922736173d515d66893c5a7747cd87a895c19df8,12608
0xa917f65f35834f6092825f4734c2554f104be4ac,12498
0x36cff469705fbe4a62557a0a70871714da390deb,12487
0x669a5f34bdbe50ce333467ac933d0aadb241d731,12420
0x263339addb25d529964dded2088f81df423dc32c,12363
0xec4169f23b7e1c75ce4b4ce8998471d71f0b4e02,12217
0xd33d36cb47e8853abe9e3ac8e229f7bdc7e05ffd,12038
0x47c95827d426d844f36118f9f1af320672794f8c,11992
0x74b10c5e374a762067b3dbcb8b935bfed3938cc5,11729
0x7e7894dfca2c41067fc5705132e6323ef99eeadd,11366
0x3f17d304ab0f0db2721a6b05cf2b2de15b1840db,11000
0x9b14ebcdbdaee6a46b78493475fcf1277278d3b3,10987
0x8aa306735c453de979591d1fefdeef4660f246af,10519
0x2107b9ebafe8bcd830c40991aba35ab79811ca25,10341
0x27a07f50713472c5c25b21b7897bb9c2ef90208a,10253
