address,total_rewards
0x7f7220c2cbf34151ebc5713828b8d0fa9967864a,6199
0xc2326185635b059d51d605340b1615f265f9ec2d,6063
0xf641ece2f5ef56531478da4964ea862244a69341,5994
0xb22546c0402a47ee9777b5b8115f0bac0f963e38,5872
0x745ff91681173a6109dfa58e84e425eff490be6e,5823
0x8b0db71ee5abda29ba2a36f0e69926a213cd7d66,5715
0x7390f33fa4e24e7c03c69f2c120c734f5e9028b1,5631
0xd14021a7b8fba0cffa1e1fb65082f683e03202b1,5491
0x7bef8e748c72f5df794137915b8270787f38fc97,5466
0x241d0cb03d29ce42f262229c25099652731b8783,5382
0xbca9c546fec69c54930e0517f7849d356c44ba2c,5093
0xbc5b97597964e58220587e72ed759d44d21a4bae,5040
0xcc2a8472f5a9ee275639fa6bf6bb901e5cefdf5a,5003
0x6b907cc08e91b5ed95107ecac9b9b1edf220ba48,4984
0x1ff4c5235cf4a97d96d95a794cd88d0c71649725,4775
0xcb469d51b82723dd7b3e3f0b230692025c391d47,4712
0xae671d73ecb1097cc13f388137f26cd3558187a5,4645
0xbbb2d809e75d11b30f4f6eade9dac66342287a65,4619
0xf8e31c0269183f56447d8c0f6ea141f090a6b87b,4547
0x94b3ed13a89d89e3ad855864b309d2c944fcd310,4541
0xf4d419447c80e62fded453612f5c17b326a9bb11,4474
0xb60b4c15b2e8e22dfd9a4b6197128f8f21a8db9a,4376
0x6a47df28ddebd92e9edf0b61b023aa3474c9bfca,4365
0x8b0d7c2c6bc3bf3dcb55d8c1067520b6d59ab7c4,4347
0x2107b9ebafe8bcd830c40991aba35ab79811ca25,4252
0xf77d5a52cb634b04680c2e907f95221ec33912c6,4138
0x05aa75638763bb16433c1ac6b9d8c2b0720b88cb,4046
0xbfb17c94e73d028cd35f6c948486d94ec0cf40e4,3993
0x4a7adca0f90b53afcf765236c19e2eaca96c4cc3,3980
0xa958b214a7192513fb86e096410aec83315dd22b,3908
0xcfbd9ae53eeab89951b5daea26176efdf6f39030,3849
0xf1d39a63132fa72b8cc1b1cee0de4f9308c324c6,3833
0x7ee71beb873e9974c0f60cca0af91528314ebd9e,3816
0x4e15422cac936d4d8213c83f9c5ba6dafe374806,3816
0x0a42c65da520f33688605f884dfdd8126e6f454e,3786
0xaed9f2acfe5e2e86f540b430a2fac1cddb8b3c0f,3720
0x9047d7d076c857296456ac79abe0e22c532a2996,3681
0x9d831e73ecad323edadde2e6ba9093b65f10f19e,3659
0x42765a44019c6217b472a049f9b72bd181d9faeb,3645
0x8f4ab2eb24a337f6931df5b6388a659efe7b600d,3634
0x80a3e892328b66d007cef0a3893e8fa22a7eaf63,3567
0x0cad008933a252a224320ee2b2b10b004563440e,3562
0x4579c9876a6b1dc9bf0b8e0e700789d6638db725,3553
0x5af25dc2efb41d373b809b8bdaa8a9319155d635,3451
0xc9997573c4dbf5f0bc5bf42a27799eb439d67385,3443
0xcf7872f3ad1f2609aefc0f1805f9f046ac559848,3427
0x8e0cfb43b814e8a919d7a80987dda5b98ad401e9,3361
0x3debc3e0e1326a3d87cdd9965c6cc4deee94c6f7,3323
0x71a0591e6f3545bcca59b0a639cff8a6b5fc32fb,3320
0x57ca70e4bd188bf68de0338567cc7530b88215fb,3310
0x4b7e04d325eb1bd1cee0e6389fb00f224954fdb6,3271
0x31ffd8400acf5f46fd28470c6a3ac95db5fa5aee,3135
0xff99012a107ab88b19a08b3d83a6fa2fb561e6d8,3109
0xe605f0c88deb3697c0cf284a79f1f2dbcc52cc3b,3103
0xafa67de3fde04bb9c5f05ffc8860e77ae1abc50e,3031
0xb78a7cf75a7839299f32ad8444c11004b7c2d998,3029
0xe21e986e7370fc0d4f894e3fb442e2118cfb37a9,3017
0xd4f588043590a1573e96e170b9ab5da4cacd993d,2931
0xc9718b9158bf979a6523d9f11b8f1d544231f05d,2909
0xaee7bd7e4ca2002e72107dbc5cce5956cf350052,2876
0xc4d72757cc238633d768e5135a6b0cbdf5832642,2839
0xb201366978db44a94b0523949054b28ea043faee,2820
0xb0201e5f9ef85374fd31602a7b876a15bd35e510,2801
0xb762a542a5c50d18e1e13d54246e1dd2c1fa40fd,2757
0x127c219b245a440eb271278bbccdc0145106da50,2750
0xb7789b7e60a352c13d8fb23d6ac100d1dc9193af,2724
0x72b6f181dab2722701ba2a21404b7c83911150a0,2723
0xaa1a4565f2d875995d85e8d52e7193c666e20c04,2717
0x832a38a79bdfcf2be39f43932ddd1c4803eadc48,2680
0x10a28632a3133536b4d0f5aad2e96b5f8b7d9a84,2671
0xc860150568c2a51638540d601d02781db3063900,2632
0x67df1c1276b2ffdcf3dfae8b78812c5ddc3fb2d4,2591
0x8682750067e169984828715ae7ace54240ef65ac,2578
0x839016358583b375c9ac1c92531699a9709ab1ef,2578
0x5decd3bc8f854cbc5893a80d297edcd1ea4c8c56,2572
0x497ca35644767749ca721db5b3fa55ff54dd4a33,2554
0x87f8c64e99bae0b50f3552947d93d750fedb0242,2516
0xf76334c608dea239457cbd724983905367d27b98,2497
0xe7adf135c7989ab554e4a363783fd0d5ea495c61,2408
0x1ba654e3a1362b38982c482cb1678fb0c64599dd,2356
0x1d6ea450f99c04495537f71de5792cb3e97f9041,2341
0x83a7a41a83b48b13aebdbafadd0abe427a679ec4,2297
0x0392ae5f3b35eaa9cf4148368366e158dab3a14c,2289
0x6d7d11ce3bc280a14bbe795db735b7d307d337bd,2215
0x20936a11c17199c3eedf08d071279f386e319cc3,2195
0xa2dcb52f5cf34a84a2ebfb7d937f7051ae4c697b,2109
0xff31898b480133cf417919ab55025343781cc08b,2101
0x137250c22f527642a7391d9f306b43bb9cfdf676,2086
0x356c197ac451be6f2ea8b2ff2ca22f8f86125085,2049
0xfdc185b8d09d40070ebc7959e3f6a0f8bce59fef,2049
0x4f08f7fdbceb9d918446998fa6422ae2aa1334b9,2009
0xc62c734f64ac97418960b9d3e0a9745588202251,1997
0xfff67a4355a12ad68298254b1b4d0d9057ee5064,1976
0xed220b9ab3361fb06e5382ed7e75cd5485ceb6c9,1972
0x1f9d10e5b93c4f205c7f2e6476aea98544cdc55b,1933
0xd742aeeb0fe174d0ccb28ca9905ffd33bc9fe9fb,1933
0x1ffee537f3ff77794808d61caf12b05bce7bda8b,1915
0xb7ea8190158ab7e6669f244372d10d97ff9a735a,1887
0xc069b19c821edd6690411654fbb70f458559bd6a,1864
0xb819b99a1267e41aeeb11fcb2c857450f25406fe,1830
0xb4d4f0e476afe791b26b39985a65b1bc1bbacdca,1815
0xe11dcdaf89c516b39207fe09e50bdda5745dbf9e,1797
0x110e611bcba15733bdc544f2933f2e21a3396811,1765
0xfd387faa9c002d8d773c88534a4f01c599320e83,1756
0xe9fba15e7af3f41768aadf67d0ea1c5879618788,1749
0x61da5ff32e56edcb55fbc4f187310b858c53973d,1730
0x964b54237ea48f8a2c33f972e24c014e5bd1a71c,1666
0x732a14d8196c401e58afa2e75c761230dc530674,1651
0x8d52c629cca4f4c4efea8b398e8d6256427b594c,1623
0xffbb5b68a2dee390ef8230744f8d3a06f35102c3,1617
0x2b21994ed0e7e6e787b43fb501c4faf2ed1f8b38,1614
0x65ebedb23002178f94caf0b49cbbf8dbbf8abd72,1612
0x187f381ece4183496fec127489d7b2865e9f8d80,1607
0x61a0d43ed1520966090a53666c4e48d947a1b995,1592
0x18b1b66a347c0ea2f6972893e4f82ee668cebe34,1592
0x5f9246caa3ca173e512b07c71ca7d5ac8a3d87d7,1561
0x7ee24655405af84225cb6a9b398d28b66d0019a4,1560
0x469607e697bf1ae57bf5751f98587e8eecd565ca,1557
0x9c9b128c51f385aea4807371995f132a8c6f6c56,1554
0x954af0920a6f67e796ef14f831663fda0748f190,1538
0x63cad78066b28c58f29f58a4f55827b2c2259776,1533
0x7cd13ada0b4cff8c1ca7a1a2d63015ff58c3f340,1523
0x6081d1cdfb99c340cf926c06a450fdcfad11c7f5,1521
0xa12599a8a05942f3772ec3da1fa27288a3f9ec6a,1519
0x7435a0e7164ca69b36ab6983944a59e44eefc6fe,1504
0xe94fdc8316043572f23ab891217c430fc75bc09b,1490
0x02ad0b900363576513a1a23bfda7fc3b4b52fcc0,1489
0x86e7dbc6575b53683ff70e9e0920b974212b9b70,1483
0xf3ec68ce18113c20441c4743966d7c3f2a5e4ca9,1437
0x13f0aee1b19c0f0059d1b0472783139c6abfb42d,1436
0x1b8ae9b91cc388c0e2fb65636251bd54a9e2740b,1406
0xf4ab2e0a0c9f13be2ddf54d855a085e2287406ee,1397
0x5925039a7b9381dcfc67bdbd3dcc274281792084,1392
0xbfd01553b14e594c1ae6ab693a0cd03ec25b4c6c,1371
0x9070edf8cc45f8cd8b539e83574db7f4eb069fab,1357
0x0fafff2817de137b5195e706dc3e9caf90a01046,1335
0x3e97cc1ffd19ad65c8644d1f8304bd79ed0b383c,1329
0x4de6f265cae94b0baa312aa3c5c4cab909249013,1316
0x168f532e683a251516d8611d22af0773fdd94770,1310
0x271f0785cf223570c49bee727a0bd0956ff6cdeb,1302
0x04ec1a0a1f349a8c14135c46db21b891c6860992,1299
0x575bdc432b55d27d596050370f120a0e178211fe,1260
0x01b899d1f3da9d718fdfa0537ef833e5b6f61b3f,1238
0xb46c7a406c796555c8ad5c8cdadcc2ba95aea5a2,1184
0xd70464a147925dde45821d92e07a49082107b862,1183
0x16461ed038eb97be5a483c8a1618ce71b71a4ac8,1149
0xcf9753f94e5f539ab2bea4582bfbe3d67dcc762b,1143
0xe0b306c243ce9806d5590bf0028e0c351a4f2e16,1118
0x91962586c46ccf6fb53dad1f40d50ea20dee08b3,1108
0x9ed36539b6687da5a7f747349ceaa418c809b3e9,1100
0xcaa6cfb06afb5d92fbca1b26476c945ed7476779,1095
0x0223be446fdcdf1aec8b980498a4baad5cf01b6e,1094
0xcffef3c106214d1be8cbf40c76076578a9636ffd,1094
0xf3a9c5d5d5109f999f80ae5a9dd177dfa9bc3e25,1080
0x1fcc475968a7fae3dc582cb4ada42cb155ebd1e7,1077
0x67daade472df5bf990f136ebfb57427fb150a4dc,1068
0x89077e4b417b170a5ec02965c3dccf636e02b5db,1054
0xc21b753a012f67b032f2c682034d7fd07e05ee81,1012
0x84733296d79bffe47379354025f883c8591a193e,1011
0x125dd28972b8020839ed116d91c2bbf41f7cad02,1002
0xa1e6d046f7d76908ca869082c46191dad035e632,1000
0xbad395349a59d36201d8c8d0c51905b5cd98adda,996
0x424fbfce9263f877fd4459ae95e12fda208b9174,993
0x385beeedf8813700c0eac72f956ccb7cf3256fca,992
0x13eae4742e041e8b4ef7b90b789076e725b1ec33,978
0xdad2ae885d737a59f1c986ba69031967b988998c,976
0x93e0840b63629d856c847c6300e8cb4e3b2c9f99,974
0x1ed9d10d1bfbc99eb97b1cd5c184aafca2c1643c,943
0xfc0f84cf8a6f22963a30c99ee87a040cb5d163fd,939
0xde75478008e5b50467940aeefb4303a59d312ba4,903
0xc7cc612f36236393079c50092d4a26d8c2fc1da5,885
0xfbc9404631edd833ffa15f8ac241810cf3ae1f4d,877
0x5f2289d6a0b6a163599dcfb5da2c60d87cb5e9a4,869
0xa5e46089f6e9b1f5cd7d828727c6238cb2b3af75,865
0x6ebd55ec1d869fb50e5508b8d8ec973179fb9e0c,857
0x660bdd2187030ea0cff7114d9aec3f97f2b30519,832
0xb964b57b4404fb91341585260a7c0a4a2b3a7d2b,817
0x92dd493a18d8db53f87bbb621bb7b4007ab8dfa8,800
0x74c668285ead713d2323f20e94867f5dc06cca1a,784
0x852464cfa3530ee25f6e3ac0366d1b486aa4eff9,774
0x155bc2cea6f68ca4e37c8a56683b5f310366c5d0,773
0x5db9f666e2ec540bc85c5d009fd44ed233dd0a73,773
0xc2e62a75f79d9b4adda9b4edebb1039b0c70f9b9,770
0xd897411c97100ff57ed8f0e48dfeed1626c44d76,733
0x791a6eba54b5abebd4f3a68e300500559d96f113,724
0x36cff469705fbe4a62557a0a70871714da390deb,713
0x0103c440765039fd90c4d41db564b21f9bc0c82a,703
0x9c26cf1aa573a70837a2c7546cc8b580ba00cfb4,686
0x16a56df9d90a732af6d6871536dad3aec202d971,681
0x95b7a7add1499c456c5f5d1051c4701e207e171f,675
0x41c7eaedd22e5b48e55c9c003f643d586277884c,671
0xa917f65f35834f6092825f4734c2554f104be4ac,662
0x7923313256190f6b6bf35d87c35e371488c6c13c,656
0x759fb43e7ce51f9037a0b9ffefaa67448412c61d,650
0x57c7c5b1f3b5571270c343fffd15193ec7e839c7,649
0x47bc7b7bb1c29c85d06b814bda0ec7acd82af4c8,648
0xe933cedb1d7772ab3ca6ca8c173cc6b6ad61bb5f,634
0x2b513fbc01f7a72e3fe8336f9906072e366fd9cc,633
0x9139c093a545bf117672cc0b16b2bc49fb4a0924,607
0x9b970d03d0cf0928e5b8d6bed73ab1b66b432f8c,599
0xf6d75f8fa74010fc97734163cf64d30aed01f751,598
0x84156b8f5e54cd8e765d1b38c67c6cf7d007e19d,593
0x28f9cb69a192c51935eec3abc69eede2965f7868,591
0x4d036928818bfc15285d74bc22ee9a1dafa60122,571
0x928f2475c3fa837d428d9b0776b5d60d1c53b5c5,567
0x3805fb3e31f7905c55ee4421b9a44b437a3b28c6,561
0xa39fc2c9c437f2e56901ccc6bd18ee1100c82686,542
0x642bc489ccf785737f8d6177ce8ad6affa57924e,538
0x47f5ff74ff42804bdb61b643cef9a57d07c38b67,520
0x6313e1dd88492036bd6898d84fec346b236db632,519
0x14b915695e266908f1bebf316990c25ee4894c4d,516
0xa9531d3b5483bef6fae3b4be62ccd83697ab92b1,500
0xc237732627874f90f256b7b0faaaf3a9fdcd9f64,494
0xcac63bfd84f147f0ff1a1c77909ae2d2ee23a2c2,483
0xff3fc772434505abff38eecde3c689d4b0254528,476
0x676f6a1e6da16b0476d6a36ce014a0c5642e668c,466
0xa2cf40177f74e66725b14c3cbb1fb839b4366718,451
0x0f0575ac02f82152c3657246b1e8491c31af2e83,450
0xa90cd56133bc7dccc0702284190fdfe628be17b6,421
0x74b10c5e374a762067b3dbcb8b935bfed3938cc5,414
0xa5b55a1ca370cc64a38c2a8a19a8617411768040,409
0x9520c4ba05bb81d875f6a36fd61fcba418d87626,406
0x1933a3602d1ad20840dc198946803e0ab2b49d06,402
0xaf1f2d81a41e85367ff110700e94efdcff602440,389
0x27a07f50713472c5c25b21b7897bb9c2ef90208a,351
0x52509cb73c005b9ec1e5dbb33d7907fb2b9f2c51,348
0x7c214444fa0abf6dbf3c64f77621ddea87216ef9,341
0xf325d42815b43c52f1182079f82f64be93bdc545,338
0xc8d620e7fef344cf39290adb28e54d1b7763621e,335
0x9c15eb09d492b6f6da306a3643b7a382afa78a9d,335
0x96843e5a8854969df7032d467f5aaabeb96c4cbb,328
0x1ece18ac64ba31f970f5d18358eb0e9132e13f1e,320
0x6f825fb45dc916f647d3ef006b095f2cbfe1faf4,312
0x818bd10c1557c2ba6428e60dce852ce3c4b9a942,310
0xa63cdd3019683951b2c5d25cc398d1716575e7f4,304
0x134c5e74546cf8afb8a75cd8f4268f784976d421,302
0x6bdb0fdd1f72d514e348a278149666d161e00290,299
0xbe50025d759fe2b0ee4de6cace4942c6190a5900,299
0x4ecb0e69e190bca1c9730b7d8d644d38cfa90c52,298
0x9e96d1ca2b40ec3dfc0cd82ccfcaa2edefc46d21,296
0x0d2a3b0db03674bea56599928155d9dd837593e0,295
0x65412295f6e441e6c7baa14436dcecf44c26d71e,295
0x880c205096f62bd9da0f1acf3c34794789bbabe6,294
0x157252999170cd6dd90a586f8ca458d01082e622,288
0xaeb49655274160f8e1ecf2a5113e28cb27058788,288
0xc85ecdbaba4aadd49310fe091dc33edf57ce46d3,282
0xda73f0ff3812e9eb701c717c14445367c9770d03,279
0x6812a74e57bad9a7b482450d0fcc42b83fdf673e,279
0xd9d28799496a1c37f6171f0f8276c7d15fc5baa2,264
0x08b44a1bcec3745ce597bb0afbee92f7cb28ab2c,259
0x08e247db50d71ae45c57c6077bada3342c7bc46f,257
0xb4471d6731e0d2a9c45763d09a8f5f79776a8248,250
0xde63c7b574f9aa72fd76720af0a6ef7f63533e76,249
0xd6b9f1c641c5e7a542d38b785df4cb7b653d409a,243
0x3a4061bfb18f71595183fa1d52d0167ac83f3e00,240
0xf1c58084756bee3ca9b4a4505ea37be61a624c30,239
0x77f3dd68c14a5955914d4aef9bca977768c5e68f,236
0x221b12a1bff7979ac3f27efa22ff2d2288c19aec,223
0x1d79d32bb6a9e067157049814a7800db110ce826,221
0xc84fdb5750db90f5c86dbc7ba35e76e8cf0ec840,219
0x050009ba03ac1ec2600539cec0317dadb11dc7de,216
0xdcace5015c70b11668f910de01e6e1271c90f236,208
